record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
1832,16,Male,Primary or Less,FALSE,Construction,None,None,Kigali,Urban,None,81.11,17.99,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Medium,7,FALSE,None,None,19.4,65.86
1833,23,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,80.57,20.18,5,Advanced,['Data Analysis'],FALSE,None,High,4,FALSE,None,None,19.4,55.85
1834,18,Female,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,218330.46,85.94,19.23,None,Basic,['Data Analysis'],FALSE,None,Medium,3,TRUE,Ineffective,8,19.4,56.86
1835,21,Female,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,220975.4,55.51,14.12,None,Intermediate,['Coding'],FALSE,None,Low,1,TRUE,Effective,8,19.4,77.12
1836,19,Female,University,FALSE,ICT,ICT,Informal,Southern,Rural,72172.62,68.27,20.77,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,8,TRUE,Moderately Effective,12,19.4,49.56
1837,19,Male,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,61.88,25.34,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,Low,1,FALSE,None,None,19.4,76.16
1838,24,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,41.75,27.26,14,Basic,['Data Analysis'],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,50.71
1839,18,Male,TVET,FALSE,Education,Education,Informal,Western,Rural,168627.72,65.88,12.26,None,Basic,[],FALSE,None,Medium,1,TRUE,Ineffective,10,19.4,33.5
1840,25,Female,Primary or Less,FALSE,ICT,ICT,Formal,Southern,Rural,148546.52,44.75,12.88,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,8,TRUE,Moderately Effective,5,19.4,45.68
1841,22,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,60018.11,44.69,14.25,None,Intermediate,[],FALSE,None,Medium,4,TRUE,Effective,2,19.4,62.88
1842,23,Female,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,44.23,18.36,None,Advanced,[],TRUE,Vocational Training,High,8,FALSE,None,None,19.4,59.27
1843,24,Female,University,FALSE,Construction,Construction,Formal,Kigali,Urban,234066.51,79.77,27.22,None,Advanced,[],FALSE,None,High,4,TRUE,Moderately Effective,4,19.4,62.05
1844,21,Female,Secondary,FALSE,Education,Education,Informal,Kigali,Rural,55452.86,76.91,28.59,None,Basic,['Coding'],FALSE,None,Medium,8,TRUE,Effective,4,19.4,31.95
1845,17,Female,Secondary,FALSE,Construction,Construction,Informal,Kigali,Urban,243958.42,86.74,29.95,None,Intermediate,['Coding'],FALSE,None,Medium,4,TRUE,Effective,5,19.4,68.76
1846,17,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,52.66,19.83,16,Advanced,"['Marketing', 'Project Management']",TRUE,None,Low,1,FALSE,None,None,19.4,67.86
1847,16,Male,TVET,FALSE,Retail,None,None,Kigali,Urban,None,58.92,25.27,None,Intermediate,['Coding'],TRUE,None,High,4,FALSE,None,None,19.4,52.42
1848,21,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,85.74,26.56,None,Advanced,['Data Analysis'],TRUE,Vocational Training,High,3,FALSE,None,None,19.4,77.03
1849,21,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,45.41,22,6,Intermediate,['Coding'],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,62.3
1850,22,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Rural,137589.71,84.61,18.59,None,Advanced,['Coding'],TRUE,None,Medium,8,TRUE,Ineffective,9,19.4,46.6
1851,16,Male,TVET,TRUE,Healthcare,None,None,Eastern,Rural,None,52.42,18.2,6,Advanced,[],TRUE,Vocational Training,High,8,FALSE,None,None,19.4,37.16
1852,16,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,45.53,14.88,None,Intermediate,['Coding'],TRUE,Business Development,Medium,2,FALSE,None,None,19.4,71.3
1853,24,Female,Secondary,FALSE,Retail,Retail,Formal,Eastern,Rural,242834.27,58.79,16.08,None,Intermediate,[],TRUE,Vocational Training,Medium,3,TRUE,Moderately Effective,9,19.4,30.04
1854,22,Female,University,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,226260.96,71.64,29.77,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,1,TRUE,Moderately Effective,1,19.4,61.53
1855,16,Female,Secondary,FALSE,ICT,ICT,Informal,Kigali,Rural,212820.64,42.18,29.41,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,7,TRUE,Ineffective,6,19.4,56.9
1856,23,Female,Secondary,FALSE,Retail,Retail,Formal,Southern,Rural,51858.58,89.24,22.86,None,Basic,['Data Analysis'],FALSE,None,High,8,TRUE,Moderately Effective,12,19.4,54.59
1857,23,Female,TVET,FALSE,Construction,None,None,Kigali,Urban,None,79.91,23.33,None,Advanced,['Coding'],TRUE,Vocational Training,Low,4,FALSE,None,None,19.4,55.92
1858,24,Male,Secondary,FALSE,ICT,ICT,Informal,Kigali,Urban,77388.3,73.87,18.14,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,1,TRUE,Ineffective,3,19.4,60.11
1859,18,Female,Secondary,FALSE,Retail,Retail,Formal,Kigali,Urban,257740.84,79.36,22.79,None,Intermediate,['Coding'],FALSE,None,Low,2,TRUE,Moderately Effective,6,19.4,65.83
1860,24,Male,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,43.96,24.1,None,Basic,['Data Analysis'],TRUE,Business Development,Medium,3,FALSE,None,None,19.4,50.26
1861,16,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,64.25,18.68,12,Advanced,['Data Analysis'],FALSE,None,Low,8,FALSE,None,None,19.4,79.29
1862,25,Female,Primary or Less,FALSE,ICT,ICT,Formal,Eastern,Rural,228703.09,62.11,16.93,None,Basic,['Coding'],TRUE,None,Low,8,TRUE,Ineffective,6,19.4,37.78
1863,22,Male,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,88.47,26.86,14,Basic,[],TRUE,None,Low,2,FALSE,None,None,19.4,56.31
1864,25,Male,Primary or Less,FALSE,Construction,None,None,Kigali,Urban,None,45.41,23,None,Basic,[],FALSE,None,High,8,FALSE,None,None,19.4,75.42
1865,18,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,66.83,19.82,3,Intermediate,[],FALSE,None,High,2,FALSE,None,None,19.4,52.58
1866,25,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,134368.47,60,19.3,None,Basic,['Data Analysis'],FALSE,None,High,5,TRUE,Effective,1,19.4,59.32
1867,17,Male,Primary or Less,FALSE,ICT,None,None,Southern,Rural,None,41.28,20.58,None,Basic,[],FALSE,None,Low,3,FALSE,None,None,19.4,31.74
1868,22,Male,TVET,TRUE,ICT,None,None,Eastern,Rural,None,68.24,19.36,6,Advanced,['Coding'],FALSE,None,Low,5,FALSE,None,None,19.4,31
1869,18,Female,TVET,FALSE,Construction,None,None,Northern,Rural,None,56.58,17.93,None,Advanced,[],FALSE,None,High,3,FALSE,None,None,19.4,30.76
1870,24,Male,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,267770.71,83.27,16.71,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,2,TRUE,Ineffective,5,19.4,63.63
1871,18,Male,Secondary,TRUE,Healthcare,None,None,Kigali,Urban,None,41.26,19.69,1,Advanced,['Data Analysis'],FALSE,None,High,7,FALSE,None,None,19.4,62.01
1872,19,Male,Primary or Less,FALSE,Construction,None,None,Northern,Rural,None,75.01,16.02,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,6,FALSE,None,None,19.4,33.28
1873,17,Male,University,FALSE,Agriculture,Agriculture,Informal,Eastern,Rural,63152.36,81.48,26.43,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,8,TRUE,Ineffective,8,19.4,49.83
1874,24,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,92617.65,47.11,20.7,None,Basic,[],TRUE,Vocational Training,Medium,7,TRUE,Moderately Effective,2,19.4,60.98
1875,20,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,43.55,11.37,13,Advanced,['Data Analysis'],TRUE,Vocational Training,High,5,FALSE,None,None,19.4,73.03
1876,18,Male,University,FALSE,Education,None,None,Kigali,Urban,None,58.99,14.04,9,Basic,"['Marketing', 'Project Management']",TRUE,None,Low,8,FALSE,None,None,19.4,51.72
1877,16,Female,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,231076.96,46.56,20.78,None,Basic,['Data Analysis'],TRUE,Business Development,High,1,TRUE,Moderately Effective,10,19.4,54.47
1878,17,Male,University,FALSE,Education,None,None,Western,Rural,None,53.21,24.19,None,Intermediate,['Coding'],FALSE,None,High,7,FALSE,None,None,19.4,31.73
1879,16,Female,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,74.19,28.17,19,Basic,"['Marketing', 'Project Management']",TRUE,None,Low,3,FALSE,None,None,19.4,52.38
1880,21,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,206567.31,49.23,18.59,None,Basic,['Data Analysis'],FALSE,None,Low,7,TRUE,Effective,6,19.4,68.97
1881,18,Female,University,FALSE,Retail,Retail,Formal,Kigali,Urban,282801.76,89.26,26.56,None,Advanced,['Data Analysis'],FALSE,None,Low,2,TRUE,Ineffective,3,19.4,74.99
1882,24,Female,University,FALSE,Retail,Retail,Formal,Kigali,Rural,208866.06,40.98,27.95,None,Basic,['Data Analysis'],TRUE,None,Medium,2,TRUE,Effective,11,19.4,47.64
1883,22,Male,Primary or Less,FALSE,Retail,Retail,Informal,Kigali,Urban,56223.21,89.24,24.46,None,Advanced,['Data Analysis'],FALSE,None,Medium,8,TRUE,Ineffective,8,19.4,60.24
1884,18,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,154431.59,68.63,24.73,None,Basic,['Data Analysis'],TRUE,Digital Skills,Medium,5,TRUE,Moderately Effective,3,19.4,55.86
1885,20,Male,Secondary,FALSE,ICT,ICT,Informal,Kigali,Urban,182401.55,43.2,11.4,None,Intermediate,['Data Analysis'],FALSE,None,Low,1,TRUE,Moderately Effective,4,19.4,59.63
1886,16,Female,TVET,FALSE,Retail,Retail,Informal,Southern,Rural,62155.02,74.31,11.67,None,Intermediate,[],FALSE,None,Low,8,TRUE,Moderately Effective,10,19.4,50.28
1887,22,Female,Secondary,FALSE,ICT,None,None,Kigali,Urban,None,60.64,16.48,None,Advanced,['Data Analysis'],TRUE,Digital Skills,Medium,6,FALSE,None,None,19.4,54.99
1888,19,Male,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,62.37,17.29,None,Basic,['Data Analysis'],FALSE,None,High,7,FALSE,None,None,19.4,52
1889,21,Male,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,100286.89,66.55,13.9,None,Basic,[],TRUE,Digital Skills,High,8,TRUE,Effective,1,19.4,52.52
1890,18,Male,Secondary,FALSE,Retail,Retail,Formal,Kigali,Urban,133227.85,46.35,17.01,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Medium,5,TRUE,Ineffective,6,19.4,75.53
1891,23,Female,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,201483.5,86.15,11.15,None,Advanced,['Coding'],FALSE,None,Low,4,TRUE,Moderately Effective,7,19.4,60.4
1892,25,Male,TVET,TRUE,Education,None,None,Kigali,Urban,None,71.55,20.8,1,Basic,['Coding'],FALSE,None,High,7,FALSE,None,None,19.4,57.9
1893,24,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,68.4,16.18,9,Advanced,['Data Analysis'],FALSE,None,High,6,FALSE,None,None,19.4,67.31
1894,18,Male,Primary or Less,FALSE,ICT,None,None,Kigali,Rural,None,79.67,21.1,None,Intermediate,['Coding'],TRUE,None,High,4,FALSE,None,None,19.4,33.6
1895,18,Female,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,212977.09,58.65,27.55,None,Intermediate,[],FALSE,None,Medium,3,TRUE,Effective,1,19.4,54.95
1896,25,Female,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,74.3,20.1,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,5,FALSE,None,None,19.4,78.45
1897,22,Female,Primary or Less,FALSE,Retail,Retail,Formal,Western,Rural,200940.3,65.32,25.33,None,Intermediate,[],TRUE,Vocational Training,High,2,TRUE,Moderately Effective,2,19.4,39.31
1898,25,Female,University,FALSE,Retail,Retail,Formal,Kigali,Urban,290492.87,59.71,29.8,None,Intermediate,['Coding'],FALSE,None,High,4,TRUE,Effective,1,19.4,61.42
1899,21,Female,University,FALSE,ICT,ICT,Informal,Northern,Rural,283708.01,46.01,25.18,None,Intermediate,['Coding'],FALSE,None,Low,3,TRUE,Moderately Effective,11,19.4,32.03
1900,22,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,42.62,21.63,None,Intermediate,['Data Analysis'],FALSE,None,Medium,1,FALSE,None,None,19.4,79.75
1901,21,Male,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,48.6,27.12,11,Advanced,['Coding'],FALSE,None,High,3,FALSE,None,None,19.4,73.92
1902,17,Male,University,FALSE,Education,None,None,Kigali,Urban,None,74.04,12.46,None,Advanced,[],TRUE,Vocational Training,Medium,4,FALSE,None,None,19.4,51.3
1903,22,Female,TVET,FALSE,ICT,ICT,Informal,Kigali,Urban,71987.49,47.28,29.69,None,Intermediate,[],TRUE,Digital Skills,High,5,TRUE,Ineffective,5,19.4,72.02
1904,22,Male,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,63.95,17.3,4,Basic,[],FALSE,None,High,5,FALSE,None,None,19.4,56.13
1905,19,Male,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,298895.66,82.64,22.3,None,Basic,['Coding'],FALSE,None,High,1,TRUE,Effective,3,19.4,63.86
1906,19,Male,TVET,TRUE,Construction,None,None,Kigali,Urban,None,52.72,25.66,5,Intermediate,['Data Analysis'],TRUE,None,Medium,8,FALSE,None,None,19.4,79.97
1907,19,Male,Primary or Less,TRUE,Education,None,None,Western,Rural,None,66.12,23.65,11,Advanced,['Data Analysis'],TRUE,Digital Skills,High,7,FALSE,None,None,19.4,46.15
1908,16,Male,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,78.81,27.36,None,Basic,['Data Analysis'],TRUE,Business Development,Medium,2,FALSE,None,None,19.4,76.06
1909,17,Female,TVET,FALSE,Retail,None,None,Southern,Rural,None,54.86,26.91,None,Basic,[],TRUE,Business Development,Low,5,FALSE,None,None,19.4,41.11
1910,22,Male,University,FALSE,ICT,ICT,Formal,Kigali,Urban,60467.2,71.19,13.09,None,Advanced,[],TRUE,Business Development,Medium,1,TRUE,Moderately Effective,12,19.4,55.35
1911,21,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,82.27,10.96,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,77.27
1912,16,Male,Secondary,FALSE,Agriculture,Agriculture,Formal,Western,Rural,238609.57,41.17,10.12,None,Advanced,[],TRUE,Digital Skills,Medium,6,TRUE,Ineffective,1,19.4,38.38
1913,19,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,234131.09,54.71,18.09,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,6,TRUE,Moderately Effective,5,19.4,59.24
1914,23,Female,University,FALSE,Agriculture,None,None,Kigali,Urban,None,50.08,20.68,15,Intermediate,['Coding'],TRUE,Digital Skills,Medium,4,FALSE,None,None,19.4,52.47
1915,21,Female,University,FALSE,Retail,Retail,Informal,Kigali,Urban,253619.55,59.93,20.45,None,Basic,[],TRUE,None,High,1,TRUE,Effective,6,19.4,60
1916,23,Female,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,62674.22,81.68,19.99,None,Intermediate,['Data Analysis'],FALSE,None,Medium,7,TRUE,Effective,1,19.4,74.32
1917,22,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,52.42,12.76,11,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,8,FALSE,None,None,19.4,76.62
1918,18,Male,Primary or Less,FALSE,Construction,None,None,Kigali,Urban,None,40.49,27.26,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,5,FALSE,None,None,19.4,63.57
1919,21,Female,TVET,TRUE,Retail,None,None,Kigali,Rural,None,86.3,21.81,5,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,7,FALSE,None,None,19.4,30.64
1920,22,Female,Secondary,FALSE,Agriculture,None,None,Eastern,Rural,None,58.84,17.78,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,5,FALSE,None,None,19.4,50.78
1921,25,Male,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Northern,Rural,281910.85,60.39,16.28,None,Basic,['Data Analysis'],FALSE,None,Medium,1,TRUE,Effective,8,19.4,56.16
1922,17,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,186348.08,89.97,26,None,Basic,['Coding'],TRUE,Digital Skills,Medium,3,TRUE,Effective,3,19.4,62.4
1923,17,Female,Primary or Less,FALSE,Education,Education,Formal,Eastern,Rural,204484.55,81.6,14.14,None,Basic,[],FALSE,None,Medium,4,TRUE,Effective,5,19.4,30.4
1924,22,Male,TVET,FALSE,Retail,None,None,Kigali,Urban,None,66.69,23.85,None,Advanced,['Coding'],FALSE,None,Low,6,FALSE,None,None,19.4,57.38
1925,21,Female,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,41.27,18.31,15,Basic,"['Marketing', 'Project Management']",FALSE,None,High,4,FALSE,None,None,19.4,51.55
1926,21,Male,TVET,FALSE,Education,None,None,Kigali,Urban,None,60.95,10,None,Basic,[],TRUE,None,Low,1,FALSE,None,None,19.4,71.58
1927,25,Female,TVET,FALSE,Healthcare,Healthcare,Informal,Southern,Rural,179405.8,83.64,11.87,None,Advanced,[],FALSE,None,Low,8,TRUE,Effective,9,19.4,56.91
1928,18,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,159631.63,59.9,13.8,None,Intermediate,[],TRUE,Vocational Training,Low,3,TRUE,Moderately Effective,1,19.4,75.02
1929,25,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,89.52,15.27,5,Advanced,[],TRUE,Digital Skills,High,1,FALSE,None,None,19.4,59.11
1930,24,Female,University,FALSE,Agriculture,None,None,Western,Rural,None,71.91,22.77,2,Advanced,['Coding'],TRUE,Digital Skills,Low,6,FALSE,None,None,19.4,36.96
1931,19,Male,TVET,FALSE,Agriculture,None,None,Kigali,Urban,None,53.27,15.34,None,Intermediate,[],FALSE,None,Medium,2,FALSE,None,None,19.4,66.51
1932,22,Female,Primary or Less,FALSE,Healthcare,None,None,Western,Rural,None,52.69,21,None,Advanced,['Coding'],FALSE,None,Medium,1,FALSE,None,None,19.4,43.19
1933,16,Female,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,64445.35,48.43,10.6,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,4,TRUE,Moderately Effective,3,19.4,65.24
1934,24,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,268315.93,88.21,29.46,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,3,TRUE,Ineffective,7,19.4,70.55
1935,25,Female,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,76021.03,56.92,15.79,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Medium,5,TRUE,Moderately Effective,7,19.4,60.3
1936,19,Female,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,142203.99,67.62,27.34,None,Intermediate,[],FALSE,None,Medium,7,TRUE,Effective,10,19.4,72.3
1937,18,Female,Secondary,FALSE,Agriculture,None,None,Western,Rural,None,52.17,16.65,None,Advanced,['Coding'],TRUE,Vocational Training,Medium,2,FALSE,None,None,19.4,39.15
1938,20,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,200516.68,41.16,13.26,None,Advanced,[],TRUE,None,Low,7,TRUE,Ineffective,12,19.4,73.78
1939,17,Male,Primary or Less,FALSE,Healthcare,None,None,Kigali,Urban,None,40.66,19.84,None,Advanced,['Coding'],TRUE,Digital Skills,High,3,FALSE,None,None,19.4,52.13
1940,20,Male,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,179835.97,86.82,18.51,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,High,3,TRUE,Ineffective,4,19.4,65.55
1941,25,Male,Secondary,FALSE,ICT,None,None,Kigali,Urban,None,41.75,10.71,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,6,FALSE,None,None,19.4,65.98
1942,24,Female,University,FALSE,Retail,None,None,Kigali,Rural,None,82.24,10.16,None,Intermediate,['Coding'],TRUE,None,Low,8,FALSE,None,None,19.4,45.81
1943,24,Female,Secondary,FALSE,Healthcare,None,None,Kigali,Urban,None,85.05,14.12,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,7,FALSE,None,None,19.4,53.59
1944,19,Male,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,222783.34,67.51,24.39,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,7,TRUE,Effective,1,19.4,51.67
1945,23,Male,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,191384.55,80.42,18.47,None,Basic,['Data Analysis'],TRUE,Digital Skills,Low,4,TRUE,Moderately Effective,1,19.4,77.11
1946,16,Female,Primary or Less,FALSE,Education,Education,Informal,Kigali,Urban,232686.63,70.49,10.54,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,6,TRUE,Ineffective,8,19.4,69.22
1947,16,Female,Primary or Less,TRUE,Retail,None,None,Southern,Rural,None,74.73,17.86,17,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Low,3,FALSE,None,None,19.4,56.28
1948,19,Male,University,FALSE,Education,Education,Informal,Kigali,Urban,238494.09,60.07,27.43,None,Intermediate,['Data Analysis'],FALSE,None,Low,7,TRUE,Moderately Effective,11,19.4,71.65
1949,23,Male,Primary or Less,FALSE,ICT,None,None,Northern,Rural,None,58.67,26.06,None,Advanced,[],FALSE,None,Low,5,FALSE,None,None,19.4,54.35
1950,21,Female,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,92674.4,64.77,16.66,None,Basic,['Data Analysis'],FALSE,None,Low,1,TRUE,Ineffective,11,19.4,68.03
1951,22,Female,University,FALSE,Healthcare,None,None,Kigali,Rural,None,47.77,25.76,None,Advanced,['Coding'],FALSE,None,Medium,2,FALSE,None,None,19.4,51.03
1952,22,Male,University,FALSE,Construction,Construction,Formal,Kigali,Urban,189654.67,79.78,24.89,None,Basic,[],FALSE,None,Low,4,TRUE,Ineffective,4,19.4,65.86
